# Time-averaged data for fix avgcoord
# TimeStep c_ac50 c_ac75 c_ac100 c_ac125
471000 0 0 2.4 8.95
472000 0 0 2.314 8.962
473000 0 0 2.25 8.97
474000 0 0 2.324 8.968
475000 0 0 2.342 8.976
476000 0 0 2.398 8.966
477000 0 0 2.312 8.96
478000 0 0 2.3 8.946
479000 0 0 2.388 8.974
480000 0 0 2.434 8.982
481000 0 0 2.348 8.976
482000 0 0 2.206 9.012
483000 0 0 2.256 8.978
484000 0 0 2.332 8.952
485000 0 0 2.354 8.98
486000 0 0 2.346 8.952
487000 0 0 2.368 8.972
488000 0 0 2.246 8.952
489000 0 0 2.342 8.966
490000 0 0 2.35 8.974
491000 0 0 2.344 8.982
492000 0 0 2.416 8.962
493000 0 0 2.43 8.972
494000 0 0 2.386 8.978
495000 0 0 2.28 8.968
496000 0 0 2.334 8.976
497000 0 0 2.428 8.974
498000 0 0 2.414 8.974
499000 0 0 2.242 8.954
500000 0 0 2.314 8.96
501000 0 0 2.318 8.98
502000 0 0 2.368 8.966
503000 0 0 2.352 9
504000 0 0 2.328 8.968
505000 0 0 2.35 8.978
506000 0 0 2.446 8.954
507000 0 0 2.352 8.972
508000 0 0 2.388 8.952
509000 0 0 2.336 8.964
510000 0 0 2.332 8.968
511000 0 0 2.36 8.968
512000 0 0 2.322 8.956
513000 0 0 2.26 8.958
514000 0 0 2.326 8.936
515000 0 0 2.298 8.956
516000 0 0 2.338 8.948
517000 0 0 2.312 8.992
518000 0 0 2.332 8.978
519000 0 0 2.302 8.966
520000 0 0 2.246 8.982
521000 0 0 2.262 8.976
522000 0 0 2.362 8.986
523000 0 0 2.38 8.968
524000 0 0 2.324 8.97
525000 0 0 2.352 8.988
526000 0 0 2.264 8.972
527000 0 0 2.348 8.976
528000 0 0 2.212 8.948
529000 0 0 2.224 8.968
530000 0 0 2.272 8.968
531000 0 0 2.338 8.958
532000 0 0 2.368 8.96
533000 0 0 2.272 8.96
534000 0 0 2.262 8.956
535000 0 0 2.312 8.962
536000 0 0 2.24 8.972
537000 0 0 2.248 8.996
538000 0 0 2.334 8.98
539000 0 0 2.314 8.984
540000 0 0 2.35 8.99
541000 0 0 2.334 8.96
542000 0 0 2.324 8.972
543000 0 0 2.31 8.958
544000 0 0 2.276 8.966
545000 0 0 2.324 8.95
546000 0 0 2.314 8.962
547000 0 0 2.268 8.968
548000 0 0 2.298 8.966
549000 0 0 2.322 8.966
550000 0 0 2.358 9.012
551000 0 0 2.308 8.994
552000 0 0 2.298 9.014
553000 0 0 2.398 9.004
554000 0 0 2.288 9.002
555000 0 0 2.306 8.972
556000 0 0 2.33 8.998
557000 0 0 2.23 8.992
558000 0 0 2.316 8.982
559000 0 0 2.332 8.976
560000 0 0 2.284 8.97
561000 0 0 2.332 8.974
562000 0 0 2.268 8.98
563000 0 0 2.438 8.952
564000 0 0 2.32 8.982
565000 0 0 2.288 8.98
566000 0 0 2.176 8.958
567000 0 0 2.224 8.972
568000 0 0 2.33 8.98
569000 0 0 2.308 8.984
570000 0 0 2.318 8.994
571000 0 0 2.352 8.988
572000 0 0 2.258 9.002
573000 0 0 2.3 8.97
574000 0 0 2.318 8.97
575000 0 0 2.368 8.97
576000 0 0 2.378 8.968
577000 0 0 2.366 8.982
578000 0 0 2.396 8.972
579000 0 0 2.33 8.98
580000 0 0 2.266 8.972
581000 0 0 2.274 8.996
582000 0 0 2.302 8.99
583000 0 0 2.452 8.97
584000 0 0 2.344 8.972
585000 0 0 2.382 8.948
586000 0 0 2.388 8.964
587000 0 0 2.318 9
588000 0 0 2.274 8.986
589000 0 0 2.428 8.978
590000 0 0 2.32 8.998
591000 0 0 2.302 8.996
592000 0 0 2.348 8.966
593000 0 0 2.408 8.986
594000 0 0 2.33 8.972
595000 0 0 2.282 9
596000 0 0 2.34 8.976
597000 0 0 2.262 9.012
598000 0 0 2.384 8.984
599000 0 0 2.414 8.994
600000 0 0 2.434 8.986
601000 0 0 2.456 8.966
602000 0 0 2.384 8.96
603000 0 0 2.332 8.962
604000 0 0 2.328 9.004
605000 0 0 2.43 8.994
606000 0 0 2.432 8.976
607000 0 0 2.258 8.99
608000 0 0 2.396 8.978
609000 0 0 2.366 8.974
610000 0 0 2.368 8.954
611000 0 0 2.394 8.982
612000 0 0 2.262 8.986
613000 0 0 2.264 8.956
614000 0 0 2.354 8.988
615000 0 0 2.388 8.982
616000 0 0 2.356 8.994
617000 0 0 2.33 8.996
618000 0 0 2.406 8.988
619000 0 0 2.364 8.974
620000 0 0 2.342 9.014
621000 0 0 2.336 8.992
622000 0 0 2.394 9
623000 0 0 2.386 8.982
624000 0 0 2.296 8.992
625000 0 0 2.322 8.964
626000 0 0 2.29 8.978
627000 0 0 2.372 8.99
628000 0 0 2.376 8.972
629000 0 0 2.356 8.966
630000 0 0 2.334 8.992
631000 0 0 2.298 8.99
632000 0 0 2.316 9.008
633000 0 0 2.396 8.998
634000 0 0 2.336 8.994
635000 0 0 2.402 8.998
636000 0 0 2.322 8.994
637000 0 0 2.33 8.978
638000 0 0 2.41 9
639000 0 0 2.376 9.012
640000 0 0 2.354 9
641000 0 0 2.344 8.99
642000 0 0 2.242 9.004
643000 0 0 2.414 9
644000 0 0 2.326 8.982
645000 0 0 2.438 8.994
646000 0 0 2.29 8.994
647000 0 0 2.384 8.992
648000 0 0 2.32 9.004
649000 0 0 2.346 9.018
650000 0 0 2.334 9.004
651000 0 0 2.282 9.018
652000 0 0 2.35 8.99
653000 0 0 2.398 9.004
654000 0 0 2.246 9
655000 0 0 2.332 9
656000 0 0 2.342 8.984
657000 0 0 2.424 8.996
658000 0 0 2.326 8.986
659000 0 0 2.34 9
660000 0 0 2.292 8.988
661000 0 0 2.34 8.982
662000 0 0 2.318 8.994
663000 0 0 2.35 9.008
664000 0 0 2.412 8.976
665000 0 0 2.32 9
666000 0 0 2.31 9.006
667000 0 0 2.43 8.992
668000 0 0 2.358 8.986
669000 0 0 2.366 8.996
670000 0 0 2.456 8.98
671000 0 0 2.398 8.99
672000 0 0 2.47 8.978
673000 0 0 2.36 8.962
674000 0 0 2.408 8.968
675000 0 0 2.264 8.992
676000 0 0 2.408 8.992
677000 0 0 2.382 8.988
678000 0 0 2.404 8.99
679000 0 0 2.446 8.996
680000 0 0 2.398 8.984
681000 0 0 2.38 8.986
682000 0 0 2.424 8.976
683000 0 0 2.41 8.958
684000 0 0 2.41 9.016
685000 0 0 2.446 8.99
686000 0 0 2.416 8.988
687000 0 0 2.378 8.982
688000 0 0 2.328 8.98
689000 0 0 2.316 8.986
690000 0 0 2.438 8.97
691000 0 0 2.388 9.002
692000 0 0 2.408 9.004
693000 0 0 2.37 8.998
694000 0 0 2.388 8.966
695000 0 0 2.436 8.982
696000 0 0 2.344 9.004
697000 0 0 2.376 9.01
698000 0 0 2.42 9.04
699000 0 0 2.454 9.004
700000 0 0 2.306 8.994
701000 0 0 2.288 8.982
702000 0 0 2.234 8.984
703000 0 0 2.354 9
704000 0 0 2.396 9.002
705000 0 0 2.362 9
706000 0 0 2.272 8.978
707000 0 0 2.35 8.976
708000 0 0 2.364 9
709000 0 0 2.366 8.996
710000 0 0 2.332 8.986
711000 0 0 2.41 8.996
712000 0 0 2.398 9.006
713000 0 0 2.336 9.006
714000 0 0 2.348 8.992
715000 0 0 2.334 9
716000 0 0 2.416 8.984
717000 0 0 2.38 8.99
718000 0 0 2.344 9.004
719000 0 0 2.414 8.996
720000 0 0 2.328 8.998
721000 0 0 2.362 8.998
722000 0 0 2.31 9.004
723000 0 0 2.336 8.98
724000 0 0 2.344 9.032
725000 0 0 2.4 8.99
726000 0 0 2.432 9.012
727000 0 0 2.338 9.022
728000 0 0 2.362 9.004
729000 0 0 2.358 8.984
730000 0 0 2.326 9.006
731000 0 0 2.344 9.026
732000 0 0 2.474 8.996
733000 0 0 2.38 9.002
734000 0 0 2.366 8.996
735000 0 0 2.4 9.022
736000 0 0 2.296 9.02
737000 0 0 2.44 8.992
738000 0 0 2.348 9.024
739000 0 0 2.378 9.026
740000 0 0 2.336 9.04
741000 0 0 2.294 9.022
742000 0 0 2.308 9.042
743000 0 0 2.336 9.018
744000 0 0 2.338 9.014
745000 0 0 2.36 9.004
746000 0 0 2.426 9.02
747000 0 0 2.362 9.046
748000 0 0 2.266 9.05
749000 0 0 2.294 9.014
750000 0 0 2.376 9.012
751000 0 0 2.43 9.014
752000 0 0 2.264 8.996
753000 0 0 2.384 9.018
754000 0 0 2.292 9.034
755000 0 0 2.33 9.034
756000 0 0 2.386 8.994
757000 0 0 2.332 9
758000 0 0 2.372 8.998
759000 0 0 2.388 9.02
760000 0 0 2.442 9.048
761000 0 0 2.386 9.036
762000 0 0 2.344 9.02
763000 0 0 2.306 9.04
764000 0 0 2.372 9.026
765000 0 0 2.322 9.018
766000 0 0 2.292 9.018
767000 0 0 2.37 9.018
768000 0 0 2.316 9.012
769000 0 0 2.374 9.022
770000 0 0 2.346 9.028
771000 0 0 2.388 9.022
772000 0 0 2.4 9.022
773000 0 0 2.412 9.004
774000 0 0 2.262 9.032
775000 0 0 2.32 9.01
776000 0 0 2.296 9.02
777000 0 0 2.318 9.034
778000 0 0 2.328 9.036
779000 0 0 2.31 9.028
780000 0 0 2.34 9.05
781000 0 0 2.33 9.062
782000 0 0 2.352 9.05
783000 0 0 2.26 9.036
784000 0 0 2.306 9.056
785000 0 0 2.454 9.014
786000 0 0 2.418 9.038
787000 0 0 2.272 9.036
788000 0 0 2.388 9.018
789000 0 0 2.422 9.022
790000 0 0 2.34 9.016
791000 0 0 2.358 9.04
792000 0 0 2.36 9.038
793000 0 0 2.312 9.028
794000 0 0 2.308 9.034
795000 0 0 2.28 8.994
796000 0 0 2.292 9.014
797000 0 0 2.398 9.038
798000 0 0 2.334 9.022
799000 0 0 2.324 9.02
800000 0 0 2.28 9.024
801000 0 0 2.344 9.034
802000 0 0 2.266 9.038
803000 0 0 2.312 9.036
804000 0 0 2.454 9.024
805000 0 0 2.386 9.04
806000 0 0 2.286 9.024
807000 0 0 2.354 9.016
808000 0 0 2.406 9.064
809000 0 0 2.436 8.998
810000 0 0 2.436 9.04
811000 0 0 2.296 9.018
812000 0 0 2.36 9.018
813000 0 0 2.384 9.014
814000 0 0 2.396 9.004
815000 0 0 2.308 9.024
816000 0 0 2.318 9.04
817000 0 0 2.298 9.02
818000 0 0 2.338 9.032
819000 0 0 2.282 9.01
820000 0 0 2.414 9
821000 0 0 2.374 9.028
822000 0 0 2.436 9.01
823000 0 0 2.446 9.018
824000 0 0 2.404 9.016
825000 0 0 2.394 9.002
826000 0 0 2.312 9.004
827000 0 0 2.398 8.996
828000 0 0 2.412 9.018
829000 0 0 2.458 9.022
830000 0 0 2.33 9.056
831000 0 0 2.346 9.02
832000 0 0 2.446 9.016
833000 0 0 2.376 9.042
834000 0 0 2.356 9.012
835000 0 0 2.368 9.002
836000 0 0 2.384 9.022
837000 0 0 2.37 9.02
838000 0 0 2.434 8.994
839000 0 0 2.346 9
840000 0 0 2.308 9.032
841000 0 0 2.462 9.046
842000 0 0 2.326 9.026
843000 0 0 2.382 9.038
